@relation feature_measure2

@attribute senderId0 numeric
@attribute senderId1 numeric
@attribute senderId2 numeric
@attribute senderId3 numeric
@attribute senderId4 numeric
@attribute senderId5 numeric
@attribute senderId6 numeric
@attribute senderId7 numeric
@attribute senderId8 numeric
@attribute senderId9 numeric
@attribute senderId10 numeric
@attribute senderId11 numeric
@attribute senderId12 numeric
@attribute senderId13 numeric
@attribute senderId14 numeric
@attribute senderId15 numeric
@attribute senderId16 numeric
@attribute senderId17 numeric
@attribute senderId18 numeric
@attribute senderId19 numeric
@attribute senderId20 numeric
@attribute senderId21 numeric
@attribute senderId22 numeric
@attribute senderId23 numeric
@attribute senderId24 numeric
@attribute senderId25 numeric
@attribute senderId26 numeric
@attribute senderId27 numeric
@attribute senderId28 numeric
@attribute senderId29 numeric
@attribute senderId30 numeric
@attribute senderId31 numeric
@attribute senderId32 numeric
@attribute senderId33 numeric
@attribute senderId34 numeric
@attribute senderId35 numeric
@attribute senderId36 numeric
@attribute senderId37 numeric
@attribute senderId38 numeric
@attribute senderId39 numeric
@attribute senderId40 numeric
@attribute senderId41 numeric
@attribute senderId42 numeric
@attribute senderId43 numeric
@attribute senderId44 numeric
@attribute senderId45 numeric
@attribute senderId46 numeric
@attribute senderId47 numeric
@attribute senderId48 numeric
@attribute senderId49 numeric
@attribute senderId50 numeric
@attribute senderId51 numeric
@attribute senderId52 numeric
@attribute senderId53 numeric
@attribute senderId54 numeric
@attribute senderId55 numeric
@attribute senderId56 numeric
@attribute senderId57 numeric
@attribute senderId58 numeric
@attribute senderId59 numeric
@attribute senderId60 numeric
@attribute senderId61 numeric
@attribute senderId62 numeric
@attribute senderId63 numeric
@attribute senderId64 numeric
@attribute senderId65 numeric
@attribute senderId66 numeric
@attribute senderId67 numeric
@attribute senderId68 numeric
@attribute senderId69 numeric
@attribute senderId70 numeric
@attribute senderId71 numeric
@attribute senderId72 numeric
@attribute senderId73 numeric
@attribute senderId74 numeric
@attribute senderId75 numeric
@attribute senderId76 numeric
@attribute senderId77 numeric
@attribute senderId78 numeric
@attribute senderId79 numeric
@attribute senderId80 numeric
@attribute senderId81 numeric
@attribute senderId82 numeric
@attribute senderId83 numeric
@attribute senderId84 numeric
@attribute senderId85 numeric
@attribute senderId86 numeric
@attribute senderId87 numeric
@attribute senderId88 numeric
@attribute senderId89 numeric
@attribute senderId90 numeric
@attribute senderId91 numeric
@attribute senderId92 numeric
@attribute senderId93 numeric
@attribute senderId94 numeric
@attribute senderId95 numeric
@attribute senderId96 numeric
@attribute senderId97 numeric
@attribute senderId98 numeric
@attribute senderId99 numeric
@attribute senderId100 numeric
@attribute senderId101 numeric
@attribute senderId102 numeric
@attribute senderId103 numeric
@attribute senderId104 numeric
@attribute senderId105 numeric
@attribute senderId106 numeric
@attribute senderId107 numeric
@attribute senderId108 numeric
@attribute senderId109 numeric
@attribute senderId110 numeric
@attribute senderId111 numeric
@attribute senderId112 numeric
@attribute senderId113 numeric
@attribute senderId114 numeric
@attribute senderId115 numeric
@attribute senderId116 numeric
@attribute senderId117 numeric
@attribute senderId118 numeric
@attribute senderId119 numeric
@attribute senderId120 numeric
@attribute senderId121 numeric
@attribute senderId122 numeric
@attribute senderId123 numeric
@attribute senderId124 numeric
@attribute senderId125 numeric
@attribute senderId126 numeric
@attribute senderId127 numeric
@attribute senderId128 numeric
@attribute senderId129 numeric
@attribute senderId130 numeric
@attribute senderId131 numeric
@attribute senderId132 numeric
@attribute senderId133 numeric
@attribute senderId134 numeric
@attribute senderId135 numeric
@attribute senderId136 numeric
@attribute senderId137 numeric
@attribute senderId138 numeric
@attribute senderId139 numeric
@attribute senderId140 numeric
@attribute senderId141 numeric
@attribute senderId142 numeric
@attribute senderId143 numeric
@attribute senderId144 numeric
@attribute senderId145 numeric
@attribute senderId146 numeric
@attribute senderId147 numeric
@attribute senderId148 numeric
@attribute senderId149 numeric
@attribute senderId150 numeric
@attribute senderId151 numeric
@attribute senderId152 numeric
@attribute senderId153 numeric
@attribute senderId154 numeric
@attribute senderId155 numeric
@attribute senderId156 numeric
@attribute senderId157 numeric
@attribute senderId158 numeric
@attribute senderId159 numeric
@attribute senderId160 numeric
@attribute senderId161 numeric
@attribute senderId162 numeric
@attribute senderId163 numeric
@attribute senderId164 numeric
@attribute senderId165 numeric
@attribute senderId166 numeric
@attribute senderId167 numeric
@attribute senderId168 numeric
@attribute senderId169 numeric
@attribute recipient0 numeric
@attribute recipient1 numeric
@attribute recipient2 numeric
@attribute recipient3 numeric
@attribute recipient4 numeric
@attribute recipient5 numeric
@attribute recipient6 numeric
@attribute recipient7 numeric
@attribute recipient8 numeric
@attribute recipient9 numeric
@attribute recipient10 numeric
@attribute recipient11 numeric
@attribute recipient12 numeric
@attribute recipient13 numeric
@attribute recipient14 numeric
@attribute recipient15 numeric
@attribute recipient16 numeric
@attribute recipient17 numeric
@attribute recipient18 numeric
@attribute recipient19 numeric
@attribute recipient20 numeric
@attribute recipient21 numeric
@attribute recipient22 numeric
@attribute recipient23 numeric
@attribute recipient24 numeric
@attribute recipient25 numeric
@attribute recipient26 numeric
@attribute recipient27 numeric
@attribute recipient28 numeric
@attribute recipient29 numeric
@attribute recipient30 numeric
@attribute recipient31 numeric
@attribute recipient32 numeric
@attribute recipient33 numeric
@attribute recipient34 numeric
@attribute recipient35 numeric
@attribute recipient36 numeric
@attribute recipient37 numeric
@attribute recipient38 numeric
@attribute recipient39 numeric
@attribute recipient40 numeric
@attribute recipient41 numeric
@attribute recipient42 numeric
@attribute recipient43 numeric
@attribute recipient44 numeric
@attribute recipient45 numeric
@attribute recipient46 numeric
@attribute recipient47 numeric
@attribute recipient48 numeric
@attribute recipient49 numeric
@attribute recipient50 numeric
@attribute recipient51 numeric
@attribute recipient52 numeric
@attribute recipient53 numeric
@attribute recipient54 numeric
@attribute recipient55 numeric
@attribute recipient56 numeric
@attribute recipient57 numeric
@attribute recipient58 numeric
@attribute recipient59 numeric
@attribute recipient60 numeric
@attribute recipient61 numeric
@attribute recipient62 numeric
@attribute recipient63 numeric
@attribute recipient64 numeric
@attribute recipient65 numeric
@attribute recipient66 numeric
@attribute recipient67 numeric
@attribute recipient68 numeric
@attribute recipient69 numeric
@attribute recipient70 numeric
@attribute recipient71 numeric
@attribute recipient72 numeric
@attribute recipient73 numeric
@attribute recipient74 numeric
@attribute recipient75 numeric
@attribute recipient76 numeric
@attribute recipient77 numeric
@attribute recipient78 numeric
@attribute recipient79 numeric
@attribute recipient80 numeric
@attribute recipient81 numeric
@attribute recipient82 numeric
@attribute recipient83 numeric
@attribute recipient84 numeric
@attribute recipient85 numeric
@attribute recipient86 numeric
@attribute recipient87 numeric
@attribute recipient88 numeric
@attribute recipient89 numeric
@attribute recipient90 numeric
@attribute recipient91 numeric
@attribute recipient92 numeric
@attribute recipient93 numeric
@attribute recipient94 numeric
@attribute recipient95 numeric
@attribute recipient96 numeric
@attribute recipient97 numeric
@attribute recipient98 numeric
@attribute recipient99 numeric
@attribute recipient100 numeric
@attribute recipient101 numeric
@attribute recipient102 numeric
@attribute recipient103 numeric
@attribute recipient104 numeric
@attribute recipient105 numeric
@attribute recipient106 numeric
@attribute recipient107 numeric
@attribute recipient108 numeric
@attribute recipient109 numeric
@attribute recipient110 numeric
@attribute recipient111 numeric
@attribute recipient112 numeric
@attribute recipient113 numeric
@attribute recipient114 numeric
@attribute recipient115 numeric
@attribute recipient116 numeric
@attribute recipient117 numeric
@attribute recipient118 numeric
@attribute recipient119 numeric
@attribute recipient120 numeric
@attribute recipient121 numeric
@attribute recipient122 numeric
@attribute recipient123 numeric
@attribute recipient124 numeric
@attribute recipient125 numeric
@attribute recipient126 numeric
@attribute recipient127 numeric
@attribute recipient128 numeric
@attribute recipient129 numeric
@attribute recipient130 numeric
@attribute recipient131 numeric
@attribute recipient132 numeric
@attribute recipient133 numeric
@attribute recipient134 numeric
@attribute recipient135 numeric
@attribute recipient136 numeric
@attribute recipient137 numeric
@attribute recipient138 numeric
@attribute recipient139 numeric
@attribute recipient140 numeric
@attribute recipient141 numeric
@attribute recipient142 numeric
@attribute recipient143 numeric
@attribute recipient144 numeric
@attribute recipient145 numeric
@attribute recipient146 numeric
@attribute recipient147 numeric
@attribute recipient148 numeric
@attribute recipient149 numeric
@attribute recipient150 numeric
@attribute recipient151 numeric
@attribute recipient152 numeric
@attribute recipient153 numeric
@attribute recipient154 numeric
@attribute recipient155 numeric
@attribute recipient156 numeric
@attribute recipient157 numeric
@attribute recipient158 numeric
@attribute recipient159 numeric
@attribute recipient160 numeric
@attribute recipient161 numeric
@attribute recipient162 numeric
@attribute recipient163 numeric
@attribute recipient164 numeric
@attribute recipient165 numeric
@attribute recipient166 numeric
@attribute recipient167 numeric
@attribute recipient168 numeric
@attribute recipient169 numeric
@attribute subjectLength numeric
@attribute recipientNum numeric
@attribute responseTime numeric

@data
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,1,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,13,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,1,0
